市区町村名	市区町村コード	1974年	1976年	1979年	1982年	1985年	1988年	1991年	1994年	1997年	1999年	2002年	2004年	2007年
佐賀県 鹿島市	412074	12,122 	17,548 	22,985 	29,702 	32,880 	34,871 	39,485 	41,453 	38,628 	37,043 	35,262 	36,381 	35,691 
佐賀県 小城市	412082	6,895 	12,235 	17,923 	27,644 	25,467 	24,604 	32,112 	31,516 	35,708 	35,298 	32,161 	32,657 	32,915 
佐賀県 嬉野市	412091	8,113 	11,841 	14,530 	18,478 	19,275 	20,031 	24,443 	25,812 	24,647 	23,510 	19,819 	18,530 	17,854 
佐賀県 神埼市	412104	6,581 	8,481 	12,249 	15,220 	16,645 	17,297 	21,648 	28,515 	24,905 	21,402 	25,116 	24,917 	21,084 
佐賀県 吉野ヶ里町	413275	3,200 	2,825 	3,875 	7,579 	7,175 	8,723 	11,807 	12,611 	11,569 	9,474 	11,038 	7,234 	10,760 
佐賀県 基山町	413411	3,909 	3,732 	5,468 	6,858 	7,727 	7,988 	9,961 	12,768 	12,002 	12,319 	14,080 	13,131 	13,991 
佐賀県 上峰町	413453	－	－	－	1,247 	1,197 	1,388 	2,169 	2,280 	15,564 	15,612 	14,434 	13,357 	11,491 
佐賀県 みやき町	413461	2,008 	4,678 	6,262 	8,135 	9,682 	10,519 	13,863 	14,567 	14,960 	15,025 	13,715 	16,392 	15,603 
佐賀県 玄海町	413879	－	－	1,696 	1,789 	2,041 	2,155 	2,621 	3,072 	2,922 	3,103 	3,066 	2,877 	2,814 
佐賀県 有田町	414018	9,064 	12,090 	16,384 	21,090 	17,637 	22,231 	25,995 	20,602 	26,638 	22,482 	21,004 	21,196 	19,527 
佐賀県 大町町	414239	2,299 	3,554 	3,912 	5,778 	6,075 	5,688 	6,241 	6,062 	5,564 	5,329 	4,027 	3,946 	3,349 
佐賀県 江北町	414247	1,822 	3,180 	3,735 	3,844 	4,673 	5,065 	5,225 	8,592 	10,391 	11,157 	11,881 	10,665 	10,753 
佐賀県 白石町	414255	6,135 	9,639 	12,906 	17,893 	19,797 	19,772 	20,083 	20,566 	20,293 	18,177 	17,504 	16,445 	16,483 
佐賀県 太良町	414417	1,484 	2,399 	3,774 	3,417 	3,866 	3,800 	4,472 	4,236 	4,879 	4,613 	5,675 	5,631 	5,047 
長崎県 長崎市	422011	164,439 	239,676 	300,889 	380,688 	413,698 	415,267 	501,066 	500,512 	496,834 	480,913 	474,098 	459,520 	404,901 
長崎県 佐世保市	422029	97,709 	137,800 	169,803 	214,783 	218,334 	238,467 	277,161 	293,742 	286,964 	313,943 	324,170 	349,648 	362,650 
長崎県 島原市	422037	21,308 	30,185 	39,820 	48,835 	51,738 	57,692 	5,324 	52,625 	58,649 	59,540 	53,473 	53,378 	50,880 
長崎県 諫早市	422045	31,408 	46,843 	68,625 	83,890 	98,009 	108,403 	127,590 	139,621 	146,671 	143,946 	159,858 	147,789 	136,234 
長崎県 大村市	422053	17,769 	27,841 	35,327 	47,252 	49,866 	56,799 	68,577 	74,294 	86,555 	84,604 	80,914 	79,657 	79,836 
長崎県 平戸市	422070	10,028 	15,615 	19,222 	23,502 	23,017 	25,083 	27,717 	29,264 	28,890 	28,387 	27,889 	26,299 	23,902 
長崎県 松浦市	422088	5,578 	9,949 	10,444 	15,077 	17,589 	17,716 	18,174 	19,169 	22,519 	20,323 	20,161 	15,856 	14,736 
長崎県 対馬市	422096	10,493 	13,775 	19,005 	27,523 	29,093 	30,323 	34,835 	32,254 	33,884 	35,554 	30,045 	30,619 	31,715 
長崎県 壱岐市	422100	7,662 	11,052 	14,427 	20,802 	21,900 	22,950 	26,513 	26,989 	30,604 	29,920 	28,382 	28,495 	28,558 
長崎県 五島市	422118	11,288 	16,537 	23,562 	32,719 	32,068 	34,473 	39,934 	36,468 	41,134 	39,216 	41,985 	38,855 	36,336 
長崎県 西海市	422126	4,944 	10,216 	14,606 	18,208 	19,976 	17,069 	16,953 	17,064 	17,232 	17,235 	18,715 	17,863 	16,316 
長崎県 雲仙市	422134	8,136 	13,413 	14,682 	25,501 	26,283 	28,019 	34,037 	31,494 	33,845 	36,691 	34,180 	32,602 	30,563 
長崎県 南島原市	422142	10,358 	14,511 	21,514 	27,050 	33,903 	32,503 	31,916 	36,933 	39,165 	44,862 	43,388 	40,054 	39,132 
長崎県 長与町	423076	1,811 	3,175 	6,600 	12,738 	18,393 	15,715 	27,302 	28,227 	32,517 	32,219 	35,396 	21,778 	24,583 
長崎県 時津町	423084	2,447 	4,393 	7,266 	13,714 	13,761 	21,764 	30,141 	35,223 	40,105 	44,102 	46,547 	52,124 	50,028 
長崎県 東彼杵町	423211	1,096 	1,655 	2,101 	3,585 	3,851 	3,205 	3,116 	4,282 	6,091 	5,666 	4,676 	4,226 	4,302 
長崎県 川棚町	423220	3,913 	5,639 	7,447 	9,476 	10,443 	10,706 	11,499 	13,268 	12,722 	12,708 	11,209 	9,754 	8,905 
長崎県 波佐見町	423238	2,542 	3,570 	5,165 	6,762 	7,155 	7,435 	8,905 	9,234 	9,747 	9,537 	10,205 	9,088 	9,531 
長崎県 小値賀町	423831	1,078 	1,607 	1,987 	2,360 	2,209 	2,559 	2,677 	2,818 	2,779 	2,457 	1,898 	1,942 	1,815 
長崎県 佐々町	423912	3,037 	2,998 	5,092 	7,152 	7,648 	9,213 	13,232 	14,805 	15,180 	15,590 	16,999 	16,435 	14,742 
長崎県 新上五島町	424111	3,996 	9,878 	12,718 	15,831 	18,011 	17,566 	18,319 	22,003 	23,589 	23,396 	20,136 	18,988 	17,728 
熊本県 熊本市	431001	243,024 	348,396 	484,851 	616,553 	683,796 	702,137 	848,860 	855,441 	871,850 	876,324 	859,635 	875,899 	828,397 
熊本県 八代市	432024	42,298 	60,449 	85,543 	105,715 	109,931 	120,380 	137,420 	142,260 	142,794 	145,922 	118,415 	123,214 	120,697 
熊本県 人吉市	432032	18,603 	27,482 	35,654 	46,047 	49,208 	46,567 	54,329 	52,159 	64,152 	55,214 	51,242 	51,043 	46,172 
熊本県 荒尾市	432041	8,663 	13,759 	18,268 	26,644 	29,550 	31,047 	39,571 	43,199 	45,668 	48,638 	48,851 	44,502 	41,578 
熊本県 水俣市	432059	13,093 	17,479 	25,324 	32,103 	33,947 	31,001 	33,332 	34,442 	32,715 	29,877 	26,698 	27,762 	28,432 
熊本県 玉名市	432067	15,283 	24,576 	33,747 	43,537 	49,673 	49,839 	60,966 	62,278 	66,728 	69,149 	50,434 	55,832 	57,914 
熊本県 山鹿市	432083	12,362 	18,752 	34,340 	43,074 	43,725 	42,361 	45,618 	50,117 	56,416 	50,786 	46,828 	48,183 	50,044 
熊本県 菊池市	432105	9,079 	14,725 	18,475 	26,505 	31,289 	29,369 	39,122 	39,956 	40,446 	41,241 	37,972 	48,705 	39,754 
熊本県 宇土市	432113	6,152 	9,749 	15,059 	18,859 	21,107 	22,654 	27,351 	28,555 	38,623 	42,804 	37,040 	35,561 	35,107 
熊本県 上天草市	432121	6,364 	9,655 	12,694 	17,426 	19,464 	21,823 	26,434 	30,257 	29,980 	27,318 	26,483 	24,751 	25,616 
熊本県 宇城市	432130	12,373 	19,897 	27,258 	32,508 	33,631 	39,730 	47,512 	47,765 	49,474 	55,795 	55,756 	58,659 	52,754 
熊本県 阿蘇市	432148	7,330 	11,363 	14,672 	20,933 	21,677 	22,555 	23,974 	23,120 	29,426 	28,193 	27,717 	27,131 	25,142 
熊本県 天草市	432156	27,870 	42,389 	59,069 	71,395 	81,050 	82,006 	91,548 	95,890 	95,855 	94,084 	85,526 	82,442 	81,865 
熊本県 合志市	432164	1,772 	－	－	11,621 	13,567 	15,668 	17,135 	25,353 	29,693 	27,386 	28,789 	27,644 	25,964 
熊本県 美里町	433489	1,716 	2,321 	3,318 	4,664 	5,088 	5,252 	7,046 	7,050 	6,219 	5,600 	2,543 	5,209 	5,603 
熊本県 玉東町	433641	1,018 	1,538 	2,239 	2,991 	3,667 	3,319 	3,909 	4,294 	3,536 	3,066 	4,723 	3,750 	4,063 
熊本県 南関町	433675	1,798 	2,394 	3,449 	4,628 	4,560 	5,024 	5,621 	5,596 	6,504 	11,121 	8,334 	6,981 	5,700 
熊本県 長洲町	433683	3,252 	4,674 	7,037 	9,736 	9,389 	9,947 	10,355 	11,106 	11,898 	10,852 	8,723 	8,683 	9,092 
熊本県 和水町	433691	1,272 	1,858 	2,604 	2,346 	2,799 	2,817 	4,194 	5,583 	5,591 	5,825 	6,020 	5,755 	5,920 
熊本県 大津町	434035	3,760 	5,872 	8,500 	11,687 	14,308 	15,233 	22,475 	28,118 	29,036 	29,270 	32,802 	33,345 	30,619 
熊本県 菊陽町	434043	770 	1,395 	2,579 	7,908 	9,688 	13,875 	17,641 	23,230 	28,209 	31,505 	19,460 	29,620 	51,919 
熊本県 南小国町	434230	1,029 	1,429 	2,002 	2,633 	－	－	3,799 	3,837 	3,639 	3,682 	3,372 	3,354 	3,099 
熊本県 小国町	434248	3,570 	4,794 	5,682 	6,493 	7,062 	6,367 	7,530 	9,025 	9,933 	8,696 	8,083 	7,441 	8,070 
熊本県 産山村	434256	137 	－	750 	915 	962 	894 	923 	958 	784 	616 	456 	345 	284 
熊本県 高森町	434281	2,035 	3,363 	3,829 	4,544 	4,722 	4,888 	5,627 	5,897 	7,250 	6,937 	6,716 	6,480 	6,612 
熊本県 西原村	434329	484 	－	925 	1,194 	1,249 	5,770 	11,822 	1,890 	2,459 	2,306 	2,544 	2,676 	3,259 
熊本県 南阿蘇村	434337	1,211 	1,117 	1,552 	2,745 	4,057 	3,038 	3,774 	4,254 	5,737 	2,287 	2,823 	3,648 	8,319 
熊本県 御船町	434418	2,288 	3,503 	4,460 	8,163 	7,699 	9,408 	9,406 	11,228 	10,817 	10,753 	8,395 	9,034 	8,613 
熊本県 嘉島町	434426	529 	756 	1,613 	2,103 	2,419 	2,901 	4,538 	6,046 	9,544 	7,412 	10,369 	11,749 	32,351 
熊本県 益城町	434434	2,351 	3,322 	7,409 	10,508 	12,724 	12,896 	13,417 	15,249 	15,634 	14,770 	15,156 	20,556 	20,417 
熊本県 甲佐町	434442	1,806 	2,814 	4,457 	6,275 	6,825 	6,104 	6,798 	7,357 	7,462 	7,483 	7,962 	6,597 	5,872 
熊本県 山都町	434477	4,517 	6,940 	7,803 	9,077 	11,274 	13,427 	11,456 	14,935 	13,794 	13,652 	12,750 	11,584 	11,034 
熊本県 氷川町	434680	1,908 	4,047 	5,643 	5,902 	6,231 	6,391 	6,757 	7,273 	7,106 	6,804 	7,924 	7,003 	9,747 
熊本県 芦北町	434825	5,067 	7,366 	11,374 	14,015 	15,395 	13,512 	16,148 	13,797 	15,197 	12,670 	11,328 	11,949 	11,768 
熊本県 津奈木町	434841	1,007 	－	－	2,070 	1,802 	1,570 	2,278 	2,493 	2,407 	－	5,145 	3,002 	－
熊本県 錦町	435015	－	1,698 	3,157 	4,774 	5,171 	5,841 	7,616 	13,097 	14,899 	14,202 	15,030 	13,717 	13,100 
熊本県 多良木町	435058	2,967 	5,606 	7,545 	10,390 	10,166 	8,887 	10,543 	9,562 	10,543 	10,192 	11,446 	9,024 	9,060 
熊本県 湯前町	435066	1,222 	1,554 	2,172 	2,946 	3,197 	2,779 	2,987 	3,358 	3,182 	3,038 	3,418 	2,650 	2,477 
熊本県 水上村	435074	474 	693 	－	797 	817 	831 	1,043 	782 	799 	863 	－	591 	420 
熊本県 相良村	435104	153 	－	1,320 	1,855 	－	1,980 	2,209 	2,366 	2,637 	2,828 	2,464 	2,594 	2,216 
熊本県 五木村	435112	478 	582 	772 	952 	714 	603 	787 	－	667 	650 	－	477 	535 
熊本県 山江村	435121	310 	424 	－	874 	998 	900 	－	－	－	－	－	－	876 
熊本県 球磨村	435139	－	1,268 	1,297 	1,937 	1,990 	－	－	1,970 	－	－	－	－	－
熊本県 あさぎり町	435147	3,175 	6,968 	9,154 	11,141 	11,829 	13,721 	13,840 	14,770 	12,227 	12,731 	13,757 	13,861 	13,012 
熊本県 苓北町	435317	1,879 	2,151 	2,807 	3,933 	4,929 	5,284 	6,166 	7,007 	6,768 	6,408 	6,504 	5,381 	5,175 
大分県 大分市	442011	148,536 	211,962 	283,063 	338,184 	375,675 	408,876 	507,227 	514,685 	556,967 	546,942 	527,628 	530,854 	532,632 
大分県 別府市	442020	50,791 	70,559 	89,227 	112,133 	109,732 	115,663 	149,444 	153,279 	148,718 	139,398 	128,532 	127,274 	123,935 
大分県 中津市	442038	29,395 	45,233 	63,945 	74,488 	80,355 	81,370 	101,072 	106,637 	106,552 	105,884 	97,911 	98,287 	97,530 
大分県 日田市	442046	22,334 	32,465 	48,453 	63,109 	64,365 	67,495 	82,493 	86,864 	88,695 	81,623 	81,172 	74,241 	76,816 
大分県 佐伯市	442054	26,608 	35,507 	46,901 	63,399 	68,568 	73,329 	79,125 	89,109 	80,631 	83,154 	72,964 	74,058 	72,458 
大分県 臼杵市	442062	10,603 	18,660 	25,473 	31,643 	32,641 	31,892 	36,619 	41,912 	42,776 	40,941 	41,534 	38,332 	39,143 
大分県 津久見市	442071	7,642 	10,725 	14,579 	19,893 	19,105 	17,093 	18,045 	18,805 	17,616 	16,867 	14,000 	12,527 	11,710 
大分県 竹田市	442089	9,505 	16,456 	16,194 	18,132 	24,367 	23,338 	25,617 	27,241 	25,013 	26,798 	25,166 	22,996 	22,241 
大分県 豊後高田市	442097	7,890 	12,769 	15,803 	19,831 	20,600 	18,013 	20,214 	22,061 	21,949 	20,616 	18,950 	20,002 	17,668 
大分県 杵築市	442101	7,118 	9,792 	13,339 	17,480 	18,276 	20,360 	23,568 	24,485 	25,569 	26,817 	25,698 	26,607 	29,179 
大分県 宇佐市	442119	12,638 	17,626 	24,154 	35,292 	40,726 	43,243 	48,750 	59,472 	55,447 	61,234 	53,906 	54,743 	55,187 
大分県 豊後大野市	442127	8,926 	13,951 	17,071 	24,655 	27,749 	25,295 	30,321 	29,929 	25,725 	29,646 	24,806 	30,583 	34,501 
大分県 由布市	442135	4,733 	6,805 	8,820 	13,303 	14,970 	16,915 	13,870 	24,865 	19,960 	22,963 	31,763 	30,663 	28,959 
大分県 国東市	442143	7,167 	10,617 	14,237 	17,181 	19,558 	20,015 	23,166 	24,209 	26,284 	25,428 	24,240 	22,876 	21,085 
大分県 姫島村	443221	340 	536 	1,445 	981 	1,051 	1,134 	1,320 	1,696 	1,419 	1,565 	1,072 	976 	915 
大分県 日出町	443417	3,862 	4,328 	6,887 	10,754 	12,937 	12,871 	17,437 	18,889 	18,691 	18,601 	19,310 	19,684 	22,071 
大分県 九重町	444618	2,842 	4,696 	5,620 	6,698 	7,069 	7,540 	8,024 	8,765 	7,352 	6,765 	5,812 	5,462 	5,271 
大分県 玖珠町	444626	6,043 	7,705 	11,288 	15,120 	16,344 	17,114 	19,327 	21,504 	20,554 	19,993 	18,188 	19,664 	18,119 
宮崎県 宮崎市	452017	99,513 	166,680 	230,946 	277,073 	292,543 	327,148 	411,593 	450,726 	462,829 	463,293 	425,333 	451,521 	458,183 
宮崎県 都城市	452025	51,787 	71,125 	104,595 	136,055 	137,678 	153,020 	185,335 	199,737 	200,806 	191,072 	175,518 	186,960 	191,165 
宮崎県 延岡市	452033	47,325 	67,327 	84,798 	100,733 	105,319 	113,827 	131,660 	132,632 	130,797 	129,952 	115,272 	113,446 	116,005 
宮崎県 日南市	452041	22,793 	31,703 	42,733 	49,591 	49,461 	51,609 	63,114 	64,426 	65,280 	62,281 	56,008 	55,780 	53,362 
宮崎県 小林市	452050	16,388 	25,133 	35,143 	39,710 	41,804 	44,582 	48,479 	52,098 	53,825 	52,941 	49,559 	59,278 	51,112 
宮崎県 日向市	452068	19,030 	27,778 	43,210 	48,747 	51,295 	56,424 	66,308 	68,871 	76,344 	72,257 	70,152 	70,212 	71,866 
宮崎県 串間市	452076	6,255 	9,858 	13,315 	15,288 	16,657 	15,136 	17,019 	17,923 	18,630 	17,625 	15,653 	15,160 	15,056 
宮崎県 西都市	452084	7,449 	10,778 	13,812 	22,018 	23,277 	25,715 	30,774 	32,579 	32,823 	32,879 	27,405 	26,859 	25,531 
宮崎県 えびの市	452092	6,799 	10,430 	12,388 	14,798 	15,477 	18,864 	22,989 	23,755 	21,050 	20,904 	19,599 	20,303 	19,089 
宮崎県 三股町	453412	3,102 	4,280 	5,869 	8,388 	7,783 	10,275 	12,849 	14,464 	20,781 	18,826 	17,243 	16,536 	17,839 
宮崎県 高原町	453617	2,624 	2,869 	4,488 	5,252 	5,655 	5,809 	6,073 	6,221 	6,242 	5,982 	5,101 	4,964 	5,617 
宮崎県 国富町	453820	3,262 	5,100 	6,643 	9,349 	11,121 	11,184 	13,981 	18,330 	17,026 	15,739 	16,321 	14,963 	15,057 
宮崎県 綾町	453838	1,409 	1,779 	2,556 	3,819 	3,903 	4,199 	4,836 	4,474 	4,628 	6,923 	6,076 	5,761 	7,374 
宮崎県 高鍋町	454010	8,173 	11,411 	16,646 	20,235 	22,538 	23,958 	28,630 	31,291 	30,294 	26,846 	28,511 	28,988 	27,951 
宮崎県 新富町	454028	2,346 	5,294 	4,977 	7,797 	8,311 	7,368 	9,934 	9,919 	11,153 	11,738 	11,727 	9,971 	11,409 
宮崎県 西米良村	454036	－	530 	666 	－	－	609 	885 	949 	915 	－	380 	357 	402 
宮崎県 木城町	454044	653 	933 	1,207 	2,644 	3,453 	2,872 	3,006 	3,094 	3,263 	3,011 	2,360 	2,670 	2,101 
宮崎県 川南町	454052	7,356 	10,332 	11,428 	16,307 	17,821 	16,045 	23,229 	23,466 	17,039 	20,312 	14,931 	17,190 	15,313 
宮崎県 都農町	454061	3,711 	4,965 	6,103 	8,097 	8,446 	8,671 	10,017 	10,764 	8,827 	8,676 	9,029 	8,792 	7,476 
宮崎県 門川町	454214	2,960 	3,241 	6,687 	9,940 	9,001 	11,421 	13,632 	13,413 	11,085 	12,698 	12,808 	10,592 	11,889 
宮崎県 諸塚村	454290	－	－	－	－	－	1,457 	－	1,575 	1,519 	1,121 	894 	－	－
宮崎県 椎葉村	454303	523 	673 	－	－	1,218 	－	－	1,806 	－	1,237 	－	－	1,230 
宮崎県 美郷町	454311	－	－	473 	－	1,079 	－	3,461 	1,248 	－	－	1,391 	1,097 	3,239 
宮崎県 高千穂町	454419	5,685 	8,539 	11,074 	13,599 	13,091 	12,872 	14,747 	16,105 	16,192 	15,857 	14,431 	15,162 	13,072 
宮崎県 日之影町	454427	1,961 	2,338 	2,065 	3,250 	3,288 	3,003 	3,554 	3,376 	2,925 	3,504 	2,534 	－	－
宮崎県 五ヶ瀬町	454435	1,199 	－	1,918 	2,321 	2,774 	2,645 	－	－	－	2,491 	2,318 	1,987 	2,369 
鹿児島県 鹿児島市	462012	190,863 	263,566 	376,155 	426,813 	465,037 	547,172 	660,990 	684,421 	687,034 	713,983 	702,543 	681,011 	625,800 
鹿児島県 鹿屋市	462039	29,267 	42,489 	57,254 	73,958 	79,489 	82,814 	96,369 	114,972 	108,616 	107,755 	102,458 	106,693 	121,324 
鹿児島県 枕崎市	462047	7,496 	11,684 	15,354 	20,630 	24,841 	25,734 	26,577 	28,174 	29,332 	27,348 	22,598 	21,930 	21,624 
鹿児島県 阿久根市	462063	5,813 	8,503 	13,685 	17,030 	18,837 	19,025 	20,394 	22,255 	18,485 	25,190 	27,231 	26,761 	25,477 
鹿児島県 出水市	462080	13,529 	21,010 	28,991 	38,590 	39,739 	43,358 	45,018 	52,432 	53,575 	49,652 	52,869 	51,364 	50,866 
鹿児島県 指宿市	462101	12,764 	18,324 	23,869 	29,079 	31,324 	32,543 	37,539 	41,345 	41,515 	40,007 	39,279 	37,588 	36,859 
鹿児島県 西之表市	462136	5,112 	7,509 	9,933 	12,919 	14,280 	15,794 	15,297 	16,954 	16,450 	16,691 	16,012 	14,288 	14,414 
鹿児島県 垂水市	462144	3,913 	5,152 	8,227 	11,536 	13,902 	12,927 	14,500 	13,146 	14,351 	17,012 	15,968 	13,620 	13,670 
鹿児島県 薩摩川内市	462152	26,217 	37,927 	52,913 	67,428 	70,180 	72,357 	83,674 	94,908 	100,260 	97,629 	100,419 	91,140 	87,101 
鹿児島県 日置市	462161	8,272 	11,772 	19,592 	24,129 	24,627 	29,612 	38,950 	40,381 	38,170 	36,996 	38,000 	39,496 	38,451 
鹿児島県 曽於市	462179	8,125 	12,220 	17,650 	23,581 	22,763 	27,176 	46,076 	45,463 	34,499 	31,918 	33,178 	31,909 	33,908 
鹿児島県 霧島市	462187	16,387 	26,730 	43,977 	54,751 	64,597 	76,939 	98,024 	104,435 	108,433 	113,594 	124,375 	118,502 	118,907 
鹿児島県 いちき串木野市	462195	8,061 	10,397 	15,572 	21,070 	20,814 	21,873 	23,874 	23,118 	24,233 	26,916 	24,001 	24,426 	24,811 
鹿児島県 南さつま市	462209	10,996 	15,360 	21,498 	29,556 	28,229 	29,244 	32,141 	33,691 	36,156 	37,758 	33,059 	34,187 	33,318 
鹿児島県 志布志市	462217	6,262 	11,627 	15,824 	22,589 	29,047 	28,269 	28,778 	30,522 	32,919 	27,616 	28,111 	24,767 	32,227 
鹿児島県 奄美市	462225	16,415 	23,105 	29,591 	39,309 	40,294 	40,924 	46,098 	46,226 	44,056 	45,900 	41,262 	43,829 	42,960 
鹿児島県 南九州市	462233	6,841 	9,450 	13,368 	20,583 	22,272 	26,584 	28,817 	28,860 	31,450 	28,914 	28,283 	27,096 	33,084 
鹿児島県 伊佐市	462241	9,529 	13,158 	19,883 	23,419 	25,240 	25,218 	29,866 	29,533 	32,163 	30,454 	28,848 	28,674 	28,888 
鹿児島県 姶良市	462250	10,283 	17,652 	25,214 	32,762 	34,822 	40,526 	54,112 	58,383 	58,428 	58,371 	61,072 	60,266 	63,875 
鹿児島県 三島村	463035	30 	－	52 	53 	47 	21 	38 	55 	69 	76 	64 	47 	41 
鹿児島県 十島村	463043	38 	50 	59 	70 	73 	68 	77 	84 	80 	79 	61 	96 	87 
鹿児島県 さつま町	463922	7,004 	9,847 	13,256 	15,007 	17,286 	17,632 	19,756 	17,777 	21,404 	20,242 	17,909 	20,239 	18,197 
鹿児島県 長島町	464040	1,357 	3,306 	4,595 	7,520 	6,851 	6,799 	11,213 	13,316 	13,985 	6,509 	13,168 	11,631 	12,366 
鹿児島県 湧水町	464520	1,598 	3,567 	4,608 	7,017 	6,914 	5,942 	6,669 	6,817 	6,986 	6,051 	8,065 	6,157 	7,551 
鹿児島県 大崎町	464686	3,965 	5,690 	7,620 	10,786 	11,093 	11,279 	10,107 	11,720 	9,910 	11,540 	10,285 	10,106 	8,281 
鹿児島県 東串良町	464821	1,294 	1,654 	2,792 	4,918 	5,657 	5,223 	5,489 	5,805 	6,952 	3,451 	6,463 	6,505 	7,183 
鹿児島県 錦江町	464902	1,776 	2,079 	3,258 	5,390 	4,152 	5,769 	4,462 	5,110 	6,524 	5,279 	6,492 	5,936 	6,475 
鹿児島県 南大隅町	464911	2,366 	1,712 	3,361 	4,068 	8,207 	7,501 	5,564 	5,882 	3,695 	6,283 	5,588 	4,170 	4,844 
鹿児島県 肝付町	464929	5,016 	7,000 	10,298 	10,860 	13,204 	13,099 	15,996 	17,062 	16,753 	15,697 	13,320 	12,276 	13,739 
鹿児島県 中種子町	465011	2,154 	3,827 	5,203 	6,153 	6,923 	7,202 	9,237 	9,362 	9,772 	9,490 	8,109 	8,412 	7,817 
鹿児島県 南種子町	465020	1,470 	1,881 	2,296 	3,895 	4,143 	4,965 	5,304 	6,014 	6,497 	6,490 	4,863 	4,889 	4,930 
鹿児島県 屋久島町	465054	2,661 	3,624 	5,247 	7,472 	7,555 	7,653 	8,136 	8,972 	11,723 	11,997 	11,452 	11,692 	12,602 
鹿児島県 大和村	465232	162 	257 	400 	522 	534 	－	584 	642 	602 	－	477 	374 	308 
鹿児島県 宇検村	465241	474 	492 	－	868 	－	1,238 	953 	1,067 	976 	－	－	975 	651 
鹿児島県 瀬戸内町	465259	3,301 	3,125 	4,849 	6,359 	5,830 	6,872 	7,742 	7,725 	7,987 	7,338 	6,025 	5,982 	6,248 
鹿児島県 龍郷町	465275	472 	－	882 	－	－	1,580 	1,790 	2,412 	2,525 	2,158 	4,289 	4,415 	4,375 
鹿児島県 喜界町	465291	1,443 	2,289 	3,209 	4,492 	4,988 	6,132 	6,231 	6,102 	6,515 	6,975 	6,488 	6,785 	7,391 
鹿児島県 徳之島町	465305	3,769 	4,869 	6,585 	8,623 	8,116 	10,408 	12,645 	11,385 	12,879 	14,554 	13,811 	13,740 	12,537 
鹿児島県 天城町	465313	1,530 	2,571 	2,635 	3,992 	4,353 	4,171 	4,026 	3,792 	4,373 	4,526 	5,059 	4,088 	4,887 
鹿児島県 伊仙町	465321	－	－	1,325 	2,984 	－	3,150 	2,449 	3,376 	3,836 	3,411 	2,646 	2,554 	2,616 
鹿児島県 和泊町	465330	1,943 	3,099 	5,334 	4,886 	5,784 	6,365 	6,640 	8,179 	6,303 	8,571 	8,404 	7,859 	7,901 
鹿児島県 知名町	465348	1,635 	2,104 	3,420 	3,986 	4,658 	4,712 	4,564 	5,240 	4,990 	4,855 	4,834 	4,646 	4,403 
鹿児島県 与論町	465356	981 	1,007 	1,636 	2,177 	3,934 	3,974 	2,407 	3,764 	3,912 	4,329 	4,479 	3,628 	3,516 
沖縄県 那覇市	472018	102,763 	152,126 	175,113 	216,360 	239,054 	241,151 	270,086 	291,484 	281,724 	266,868 	305,786 	288,056 	305,972 
沖縄県 宜野湾市	472051	11,323 	18,462 	21,948 	37,614 	44,107 	47,928 	58,322 	63,822 	58,346 	60,116 	56,430 	54,899 	61,223 
沖縄県 石垣市	472077	6,598 	10,388 	13,864 	21,530 	20,965 	29,593 	34,668 	36,214 	37,686 	29,905 	35,654 	34,287 	41,033 
沖縄県 浦添市	472085	23,539 	35,041 	33,809 	53,604 	74,632 	66,288 	102,494 	120,329 	99,950 	120,704 	100,141 	105,494 	113,996 
沖縄県 名護市	472093	9,554 	16,780 	19,348 	24,791 	31,332 	32,576 	41,072 	44,013 	48,049 	44,055 	50,079 	51,723 	52,786 
沖縄県 糸満市	472107	3,291 	6,809 	8,166 	14,807 	16,712 	22,576 	29,089 	28,821 	27,359 	28,307 	31,951 	27,340 	30,245 
沖縄県 沖縄市	472115	25,772 	38,510 	48,624 	63,925 	76,854 	78,110 	89,369 	95,844 	101,538 	107,225 	101,226 	99,099 	107,030 
沖縄県 豊見城市	472123	1,780 	3,773 	5,729 	10,290 	14,186 	19,488 	23,806 	24,110 	30,774 	34,522 	30,226 	37,123 	49,573 
沖縄県 うるま市	472131	10,435 	17,615 	22,657 	33,377 	42,476 	45,520 	57,593 	56,866 	53,132 	56,271 	76,339 	71,435 	84,143 
