市区町村名	市区町村コード	1974年	1976年	1979年	1982年	1985年	1988年	1991年	1994年	1997年	1999年	2002年	2004年	2007年
広島県 大崎上島町	344311	2,614 	3,195 	3,426 	6,853 	5,772 	7,589 	8,626 	8,786 	9,169 	9,329 	7,396 	6,884 	6,414 
広島県 世羅町	344621	7,546 	9,369 	12,773 	16,413 	17,558 	18,250 	23,088 	25,458 	24,608 	19,192 	19,731 	20,328 	20,446 
広島県 神石高原町	345458	3,141 	4,477 	5,444 	4,673 	6,599 	4,810 	7,166 	7,537 	7,784 	2,984 	5,862 	5,076 	6,213 
山口県 下関市	352012	109,292 	160,895 	209,610 	266,935 	254,070 	296,018 	327,409 	334,363 	338,157 	348,674 	312,629 	310,208 	293,016 
山口県 宇部市	352021	71,626 	106,186 	124,135 	153,737 	156,305 	168,211 	194,548 	194,804 	194,262 	190,554 	183,024 	185,577 	174,936 
山口県 山口市	352039	62,094 	92,127 	120,161 	151,593 	164,317 	180,091 	205,328 	213,096 	241,484 	242,310 	224,990 	230,804 	217,254 
山口県 萩市	352047	22,658 	36,267 	46,467 	56,688 	58,077 	57,378 	60,314 	60,431 	63,920 	63,308 	56,279 	53,353 	51,267 
山口県 防府市	352063	38,111 	60,324 	72,196 	96,596 	100,855 	107,503 	130,297 	128,329 	124,014 	129,530 	119,412 	115,515 	121,738 
山口県 下松市	352071	15,842 	23,311 	31,154 	39,781 	39,160 	40,868 	47,814 	57,821 	70,828 	74,559 	82,201 	85,838 	85,053 
山口県 岩国市	352080	56,349 	79,173 	99,427 	121,391 	131,417 	136,725 	163,884 	158,521 	172,975 	161,532 	145,118 	142,466 	143,789 
山口県 光市	352101	16,650 	25,053 	28,214 	38,369 	41,314 	46,180 	53,358 	51,625 	55,020 	51,344 	44,256 	43,619 	44,567 
山口県 長門市	352110	15,599 	23,360 	30,186 	38,006 	41,068 	39,408 	46,650 	46,354 	47,634 	47,431 	42,415 	39,709 	37,910 
山口県 柳井市	352128	18,719 	26,462 	34,759 	40,606 	44,182 	44,816 	53,862 	56,589 	57,514 	58,647 	54,137 	49,155 	47,795 
山口県 美祢市	352136	11,759 	14,916 	21,761 	23,326 	21,538 	24,083 	27,100 	26,726 	26,663 	26,166 	22,885 	17,638 	22,270 
山口県 周南市	352152	75,246 	104,293 	137,333 	159,357 	166,997 	178,348 	208,661 	213,889 	208,818 	190,883 	167,665 	152,234 	149,071 
山口県 山陽小野田市	352161	18,321 	23,750 	28,130 	37,179 	49,914 	53,514 	62,718 	63,609 	62,328 	71,708 	54,748 	58,832 	56,076 
山口県 周防大島町	353051	7,035 	9,772 	11,737 	15,054 	15,880 	15,956 	14,953 	14,371 	15,932 	15,894 	14,093 	12,391 	11,247 
山口県 和木町	353213	1,158 	1,649 	1,944 	2,116 	2,385 	2,295 	1,991 	2,237 	2,246 	2,425 	1,886 	1,675 	1,823 
山口県 上関町	353418	1,015 	1,181 	1,509 	1,847 	1,748 	1,983 	1,907 	1,725 	1,750 	1,886 	1,078 	1,071 	869 
山口県 田布施町	353434	3,195 	4,691 	6,757 	8,167 	8,446 	9,092 	11,081 	11,508 	16,524 	11,860 	12,187 	11,440 	12,969 
山口県 平生町	353442	1,794 	2,636 	3,654 	5,391 	6,235 	6,249 	7,812 	10,095 	11,525 	14,170 	13,969 	13,404 	11,955 
山口県 阿武町	355020	1,223 	1,784 	2,060 	2,247 	2,867 	2,439 	2,875 	2,492 	2,515 	2,352 	2,466 	2,142 	1,987 
徳島県 徳島市	362018	112,145 	142,663 	182,312 	242,983 	282,645 	299,621 	366,311 	372,895 	363,632 	388,912 	331,211 	323,096 	301,776 
徳島県 鳴門市	362026	16,499 	23,486 	30,976 	41,637 	43,512 	45,639 	56,299 	57,421 	59,789 	57,564 	56,287 	49,911 	46,828 
徳島県 小松島市	362034	10,515 	14,481 	19,366 	23,279 	24,291 	29,072 	35,700 	35,682 	41,561 	43,801 	37,158 	35,414 	37,921 
徳島県 阿南市	362042	17,919 	24,614 	35,914 	50,926 	54,352 	54,906 	63,799 	68,189 	73,934 	76,479 	70,815 	63,047 	65,299 
徳島県 吉野川市	362051	9,973 	14,115 	21,856 	28,332 	31,054 	36,530 	42,394 	46,845 	49,693 	44,195 	40,332 	36,640 	33,812 
徳島県 阿波市	362069	8,025 	9,177 	15,808 	20,620 	21,809 	21,441 	23,552 	26,534 	28,521 	26,459 	27,649 	23,438 	20,999 
徳島県 美馬市	362077	8,097 	10,758 	13,780 	21,882 	23,038 	25,142 	31,793 	33,069 	31,461 	31,515 	31,744 	32,353 	29,568 
徳島県 三好市	362085	11,648 	17,534 	23,332 	30,223 	30,767 	30,030 	31,457 	27,658 	27,608 	25,605 	22,761 	21,381 	21,639 
徳島県 勝浦町	363014	897 	1,508 	1,723 	1,754 	2,200 	3,002 	3,215 	3,822 	3,190 	3,595 	3,084 	2,503 	2,123 
徳島県 上勝町	363022	－	382 	534 	－	542 	1,034 	－	477 	1,070 	－	604 	403 	－
徳島県 佐那河内村	363219	－	201 	－	－	－	474 	－	1,273 	1,174 	－	－	－	－
徳島県 石井町	363413	2,563 	3,665 	5,351 	8,545 	10,406 	13,410 	20,065 	23,658 	26,699 	26,147 	21,902 	21,982 	23,705 
徳島県 神山町	363421	1,085 	1,549 	1,960 	2,251 	2,660 	2,691 	2,719 	2,794 	2,644 	2,625 	2,643 	1,987 	－
徳島県 那賀町	363685	1,968 	3,190 	3,286 	4,533 	6,176 	3,999 	6,386 	5,840 	5,863 	4,732 	2,887 	3,611 	4,460 
徳島県 牟岐町	363839	1,937 	2,369 	3,240 	4,174 	4,741 	5,036 	4,931 	5,455 	4,948 	4,461 	4,263 	4,353 	4,462 
徳島県 美波町	363871	2,112 	3,398 	4,195 	5,544 	3,960 	5,445 	5,438 	5,449 	4,471 	5,188 	4,329 	4,248 	4,061 
徳島県 海陽町	363880	2,987 	4,321 	5,902 	7,092 	7,266 	7,626 	8,273 	9,790 	9,943 	11,113 	10,189 	9,135 	8,764 
徳島県 松茂町	364011	2,076 	2,445 	4,748 	5,517 	7,311 	6,418 	9,137 	11,208 	11,587 	18,448 	17,989 	17,292 	17,668 
徳島県 北島町	364029	3,485 	5,052 	7,373 	10,804 	10,536 	13,604 	16,003 	15,809 	16,387 	20,173 	28,806 	31,232 	28,113 
徳島県 藍住町	364037	1,362 	2,646 	4,642 	10,344 	12,585 	18,399 	22,449 	27,892 	30,968 	30,196 	27,796 	27,627 	39,542 
徳島県 板野町	364045	2,545 	3,651 	4,430 	5,278 	6,022 	5,927 	7,331 	7,422 	6,947 	6,777 	6,956 	6,137 	6,704 
徳島県 上板町	364053	1,618 	2,431 	3,830 	4,473 	5,768 	6,970 	6,821 	6,839 	9,170 	12,709 	13,104 	9,918 	13,644 
徳島県 つるぎ町	364681	3,993 	5,186 	7,157 	8,883 	8,937 	9,793 	9,484 	10,169 	9,793 	9,104 	7,632 	6,986 	5,626 
徳島県 東みよし町	364894	1,876 	2,710 	3,942 	5,685 	6,319 	8,390 	11,202 	13,748 	15,027 	15,588 	15,465 	14,359 	12,875 
香川県 高松市	372013	162,199 	219,379 	286,674 	368,549 	419,906 	577,623 	746,445 	759,843 	795,021 	782,391 	658,404 	568,736 	579,608 
香川県 丸亀市	372021	26,935 	37,349 	51,331 	80,730 	82,482 	96,681 	111,506 	109,080 	123,512 	110,962 	110,994 	102,272 	109,202 
香川県 坂出市	372030	25,398 	37,017 	43,324 	59,805 	53,990 	62,331 	79,951 	91,593 	84,473 	78,290 	59,333 	54,776 	59,199 
香川県 善通寺市	372048	12,756 	15,046 	21,166 	25,807 	28,126 	31,722 	36,747 	37,395 	40,300 	40,086 	41,190 	38,756 	36,631 
香川県 観音寺市	372056	23,745 	31,179 	46,021 	57,753 	58,827 	64,012 	76,716 	80,641 	87,790 	86,970 	78,186 	75,138 	74,648 
香川県 さぬき市	372064	8,239 	12,599 	19,518 	27,732 	25,524 	32,145 	37,087 	39,407 	42,546 	38,527 	37,579 	77,749 	35,140 
香川県 東かがわ市	372072	12,867 	16,738 	21,517 	27,599 	28,830 	29,749 	34,667 	36,608 	35,191 	34,833 	31,012 	28,674 	28,148 
香川県 三豊市	372081	15,771 	21,293 	27,848 	35,753 	36,837 	38,744 	47,762 	53,244 	50,904 	49,551 	49,968 	42,908 	46,285 
香川県 土庄町	373222	7,819 	10,090 	12,680 	14,621 	16,399 	17,060 	18,912 	20,371 	23,700 	19,201 	20,329 	17,338 	17,595 
香川県 小豆島町	373249	6,335 	7,184 	10,687 	13,739 	14,282 	15,250 	16,131 	17,100 	16,137 	15,766 	14,824 	13,841 	12,423 
香川県 三木町	373419	3,955 	6,093 	8,072 	10,004 	10,796 	14,029 	18,896 	20,141 	22,361 	19,564 	25,278 	18,466 	17,433 
香川県 直島町	373648	1,261 	1,736 	2,310 	2,444 	2,855 	2,690 	2,609 	2,346 	1,949 	1,965 	－	－	1,477 
香川県 宇多津町	373869	1,619 	1,992 	2,979 	4,037 	4,542 	7,144 	12,962 	22,417 	38,301 	34,708 	30,575 	29,686 	35,746 
香川県 綾川町	373877	2,653 	2,596 	5,881 	6,547 	6,812 	10,401 	11,453 	11,608 	12,437 	14,371 	14,040 	14,096 	19,172 
香川県 琴平町	374032	9,465 	11,818 	16,330 	19,395 	17,869 	19,452 	19,652 	18,749 	18,074 	16,536 	13,708 	12,196 	9,629 
香川県 多度津町	374041	4,650 	6,948 	8,050 	10,549 	11,640 	12,929 	13,766 	13,905 	12,692 	14,173 	16,751 	14,921 	15,495 
香川県 まんのう町	374067	2,081 	2,658 	3,322 	4,701 	5,434 	4,953 	5,439 	8,838 	9,746 	13,412 	6,584 	6,117 	9,511 
愛媛県 松山市	382019	168,701 	231,297 	321,308 	390,255 	426,859 	490,176 	579,398 	590,747 	642,857 	637,844 	598,363 	581,069 	549,143 
愛媛県 今治市	382027	61,203 	85,709 	97,656 	133,345 	151,594 	151,927 	177,338 	186,117 	188,710 	182,768 	178,787 	167,936 	161,069 
愛媛県 宇和島市	382035	33,381 	47,873 	64,579 	85,750 	86,079 	91,150 	109,977 	110,945 	118,265 	111,702 	102,670 	91,607 	84,698 
愛媛県 八幡浜市	382043	17,406 	25,752 	31,586 	38,524 	42,994 	44,880 	46,885 	54,383 	50,095 	45,600 	39,903 	37,483 	34,521 
愛媛県 新居浜市	382051	44,696 	63,868 	83,705 	108,531 	105,856 	112,284 	131,661 	138,899 	148,949 	134,100 	134,952 	131,076 	124,926 
愛媛県 西条市	382060	24,813 	35,786 	48,400 	67,664 	73,220 	76,796 	88,552 	91,074 	95,685 	98,443 	94,470 	88,866 	95,449 
愛媛県 大洲市	382078	11,814 	19,476 	26,633 	31,745 	35,445 	40,029 	45,078 	47,943 	56,664 	54,649 	57,439 	53,053 	51,108 
愛媛県 伊予市	382108	5,683 	7,769 	10,583 	18,787 	21,552 	23,342 	25,272 	28,338 	34,025 	35,017 	30,859 	28,701 	26,589 
愛媛県 四国中央市	382132	26,375 	36,429 	48,007 	66,167 	71,871 	76,762 	88,516 	93,020 	97,725 	92,312 	92,436 	87,383 	87,091 
愛媛県 西予市	382141	10,331 	13,923 	20,713 	26,291 	30,858 	26,756 	39,422 	38,798 	40,895 	36,244 	39,690 	35,367 	33,804 
愛媛県 東温市	382159	2,978 	4,994 	7,508 	11,601 	13,724 	13,067 	17,262 	24,509 	27,120 	27,856 	34,870 	34,642 	30,945 
愛媛県 上島町	383562	1,708 	1,805 	2,661 	3,165 	4,021 	3,834 	4,232 	1,012 	－	2,984 	2,631 	2,564 	3,181 
愛媛県 久万高原町	383864	1,611 	3,091 	3,524 	4,983 	5,472 	5,764 	6,345 	5,801 	8,411 	5,621 	5,348 	4,978 	5,468 
愛媛県 松前町	384011	2,195 	4,165 	7,485 	8,660 	12,813 	12,212 	13,589 	15,534 	17,372 	16,015 	14,480 	15,026 	15,105 
愛媛県 砥部町	384020	1,461 	3,227 	3,905 	6,199 	8,633 	11,381 	14,831 	19,954 	20,755 	18,620 	19,459 	19,287 	16,452 
愛媛県 内子町	384224	4,653 	4,971 	8,485 	12,157 	12,493 	11,991 	12,690 	15,657 	12,536 	13,454 	10,184 	12,124 	11,067 
愛媛県 伊方町	384429	911 	－	915 	4,267 	3,902 	5,918 	6,455 	6,787 	6,501 	4,505 	4,007 	3,915 	3,590 
愛媛県 松野町	384844	689 	1,095 	－	1,846 	1,680 	1,881 	2,040 	2,259 	2,464 	2,508 	2,076 	1,882 	1,972 
愛媛県 鬼北町	384887	1,518 	2,397 	4,055 	5,336 	5,642 	5,922 	7,295 	8,063 	9,821 	9,940 	10,249 	9,744 	10,625 
愛媛県 愛南町	385069	5,436 	7,396 	11,207 	13,755 	17,009 	18,224 	19,990 	19,591 	24,654 	21,055 	20,380 	19,340 	18,613 
高知県 高知市	392014	137,580 	194,240 	246,306 	341,325 	333,592 	395,727 	426,199 	437,555 	498,004 	473,699 	435,904 	408,753 	397,944 
高知県 室戸市	392022	5,960 	8,357 	10,946 	13,628 	12,936 	14,437 	14,801 	14,988 	14,999 	14,540 	12,621 	15,145 	10,033 
高知県 安芸市	392031	8,267 	10,688 	16,273 	22,302 	21,434 	27,102 	25,996 	26,270 	29,725 	26,646 	25,262 	20,792 	21,274 
高知県 南国市	392049	8,934 	13,868 	18,481 	25,601 	28,222 	31,096 	35,364 	41,748 	53,964 	53,603 	51,764 	45,130 	47,707 
高知県 土佐市	392057	7,217 	10,391 	14,206 	19,618 	22,122 	21,986 	28,206 	40,235 	23,979 	27,630 	26,131 	24,699 	25,617 
高知県 須崎市	392065	9,113 	13,231 	19,940 	24,040 	24,798 	27,794 	31,919 	31,566 	31,934 	32,920 	28,289 	28,276 	28,421 
高知県 宿毛市	392081	7,737 	10,741 	12,816 	18,978 	19,871 	22,282 	26,657 	27,236 	27,175 	24,326 	24,603 	22,955 	20,634 
高知県 土佐清水市	392090	4,932 	6,558 	8,570 	11,464 	12,777 	13,360 	14,083 	15,035 	15,979 	14,185 	12,688 	11,498 	11,186 
高知県 四万十市	392103	14,344 	23,284 	25,717 	33,444 	33,885 	43,005 	48,818 	51,928 	53,513 	51,471 	50,077 	49,864 	47,636 
高知県 香南市	392111	5,719 	8,371 	13,291 	16,895 	18,269 	18,322 	21,844 	21,119 	25,375 	24,054 	23,457 	26,818 	30,263 
高知県 香美市	392120	7,853 	10,522 	14,172 	14,826 	19,993 	21,326 	20,404 	20,740 	24,688 	22,546 	19,440 	17,783 	18,812 
高知県 東洋町	393011	952 	1,309 	1,451 	1,807 	2,006 	1,944 	2,043 	1,972 	1,915 	1,649 	1,584 	1,203 	1,446 
高知県 奈半利町	393029	1,106 	－	－	2,998 	3,257 	3,606 	3,750 	3,973 	3,834 	3,647 	2,396 	2,384 	2,763 
高知県 田野町	393037	938 	1,514 	2,246 	2,485 	2,529 	2,363 	2,555 	2,784 	2,618 	2,219 	3,082 	2,670 	2,799 
高知県 安田町	393045	－	1,548 	－	2,440 	－	2,284 	2,277 	－	－	－	2,177 	1,761 	－
高知県 北川村	393053	266 	331 	172 	302 	－	605 	－	－	727 	615 	346 	424 	206 
高知県 馬路村	393061	171 	250 	302 	468 	478 	354 	412 	－	471 	414 	－	－	－
高知県 芸西村	393070	1,079 	791 	1,062 	2,493 	3,265 	2,723 	3,400 	3,462 	3,397 	3,181 	2,988 	3,407 	3,543 
高知県 本山町	393410	1,112 	1,270 	1,610 	2,592 	2,625 	2,784 	2,958 	2,852 	2,759 	2,741 	2,401 	2,173 	2,468 
高知県 大豊町	393444	－	1,460 	2,008 	2,819 	3,165 	3,264 	3,679 	3,848 	3,996 	3,415 	3,025 	2,809 	2,101 
高知県 土佐町	393631	1,932 	－	3,213 	3,910 	4,086 	4,257 	4,318 	4,922 	4,734 	5,033 	4,457 	4,280 	4,224 
高知県 大川村	393649	146 	164 	254 	318 	321 	342 	355 	356 	324 	69 	72 	52 	36 
高知県 いの町	393860	4,816 	5,377 	9,344 	13,050 	13,106 	13,193 	13,515 	15,598 	14,845 	13,683 	16,083 	14,105 	12,119 
高知県 仁淀川町	393878	533 	1,827 	2,419 	2,478 	2,490 	1,167 	1,953 	2,233 	1,893 	2,905 	1,737 	926 	1,964 
高知県 中土佐町	394017	1,941 	2,511 	3,200 	4,369 	4,072 	5,039 	5,447 	5,829 	5,426 	5,472 	5,100 	5,355 	4,607 
高知県 佐川町	394025	2,677 	3,742 	5,615 	7,164 	7,796 	9,458 	10,009 	10,689 	13,309 	11,309 	11,566 	11,831 	12,087 
高知県 越知町	394033	2,186 	3,084 	4,252 	4,745 	5,409 	4,856 	6,474 	6,514 	6,320 	5,933 	5,695 	4,771 	4,231 
高知県 檮原町	394050	658 	1,167 	－	－	－	1,864 	2,277 	2,504 	3,103 	－	2,005 	－	2,155 
高知県 日高村	394106	－	－	－	－	－	2,467 	2,964 	3,064 	－	3,202 	－	－	3,222 
高知県 津野町	394114	1,236 	1,614 	1,848 	2,808 	3,320 	2,885 	3,467 	3,688 	3,947 	4,035 	3,279 	3,023 	2,933 
高知県 四万十町	394122	5,234 	5,361 	8,653 	11,876 	11,177 	12,917 	14,837 	14,583 	13,754 	14,569 	15,614 	15,969 	17,949 
高知県 大月町	394246	1,078 	1,766 	1,173 	1,705 	1,783 	2,031 	2,571 	2,553 	2,646 	2,803 	1,848 	1,917 	1,715 
高知県 三原村	394271	312 	391 	553 	686 	806 	654 	－	－	－	362 	－	－	－
高知県 黒潮町	394289	2,074 	2,949 	4,147 	5,104 	6,379 	6,352 	8,272 	7,696 	8,972 	7,868 	6,365 	4,754 	4,823 
福岡県 北九州市	401005	429,673 	590,285 	736,120 	930,173 	963,258 	983,805 	1,194,694 	1,238,348 	1,301,729 	1,245,328 	1,114,102 	1,146,500 	1,090,390 
福岡県 福岡市	401307	496,647 	734,500 	942,797 	1,201,514 	1,337,830 	1,386,037 	1,795,476 	1,857,233 	2,022,503 	1,969,494 	1,808,867 	1,820,212 	1,907,189 
福岡県 大牟田市	402028	63,365 	89,138 	116,198 	135,982 	138,180 	138,374 	150,032 	157,365 	150,294 	140,608 	128,960 	129,313 	121,066 
福岡県 久留米市	402036	114,366 	160,588 	210,058 	264,650 	290,642 	315,383 	376,053 	383,746 	399,903 	363,977 	337,729 	362,276 	359,365 
福岡県 直方市	402044	27,374 	39,160 	48,264 	57,859 	59,064 	60,721 	70,276 	84,765 	84,503 	75,854 	58,166 	59,271 	74,853 
福岡県 飯塚市	402052	48,483 	70,022 	101,873 	116,415 	131,373 	142,606 	165,851 	167,427 	183,711 	172,265 	160,758 	152,211 	149,863 
福岡県 田川市	402061	24,169 	40,546 	46,805 	60,376 	60,770 	66,343 	74,622 	79,743 	73,302 	66,721 	58,073 	57,221 	57,533 
福岡県 柳川市	402079	18,493 	28,434 	37,248 	54,025 	59,430 	61,788 	71,054 	72,920 	74,121 	72,421 	60,193 	64,626 	64,580 
福岡県 八女市	402109	16,554 	23,414 	37,558 	44,763 	48,148 	52,672 	62,673 	68,238 	72,640 	65,170 	61,353 	61,015 	58,172 
福岡県 筑後市	402117	9,541 	14,009 	19,331 	23,645 	24,007 	28,599 	34,819 	41,663 	54,635 	50,896 	46,294 	44,257 	45,036 
福岡県 大川市	402125	16,391 	25,208 	28,265 	37,031 	37,249 	35,743 	40,383 	40,664 	39,765 	36,304 	36,240 	33,761 	33,422 
福岡県 行橋市	402133	19,344 	27,605 	39,748 	49,996 	56,319 	55,981 	65,695 	70,461 	78,527 	77,661 	72,286 	76,214 	66,145 
福岡県 豊前市	402141	7,149 	10,947 	12,061 	17,335 	17,995 	20,788 	25,594 	27,625 	27,759 	22,693 	26,580 	24,769 	25,630 
福岡県 中間市	402150	6,232 	11,096 	19,347 	25,773 	26,999 	29,582 	34,502 	40,231 	47,619 	49,552 	41,727 	38,860 	36,396 
福岡県 小郡市	402168	5,479 	8,847 	15,066 	18,152 	19,970 	23,134 	27,520 	28,651 	29,321 	28,797 	28,425 	28,439 	29,326 
福岡県 筑紫野市	402176	12,894 	26,242 	32,710 	42,162 	51,826 	43,356 	56,074 	70,785 	95,766 	80,840 	88,481 	98,251 	84,746 
福岡県 春日市	402184	11,305 	21,162 	28,726 	36,155 	44,819 	48,871 	69,290 	71,802 	91,644 	90,661 	84,522 	92,770 	93,917 
福岡県 大野城市	402192	7,398 	12,968 	28,649 	42,967 	45,019 	52,543 	73,742 	78,937 	88,868 	80,650 	83,510 	85,560 	80,283 
福岡県 宗像市	402206	6,169 	14,689 	23,361 	34,776 	39,535 	46,210 	59,796 	67,259 	69,842 	67,925 	85,801 	93,858 	90,508 
福岡県 太宰府市	402214	4,844 	7,406 	13,285 	23,929 	28,852 	34,616 	46,034 	51,467 	56,654 	55,402 	48,346 	56,052 	59,541 
福岡県 古賀市	402231	－	11,000 	16,323 	20,213 	22,121 	22,405 	32,016 	44,065 	42,225 	48,843 	44,409 	55,484 	46,596 
福岡県 福津市	402249	7,078 	10,095 	15,219 	25,369 	28,041 	30,040 	36,180 	41,498 	37,616 	38,732 	34,242 	34,707 	34,898 
福岡県 うきは市	402257	7,642 	7,444 	15,970 	20,822 	21,501 	24,088 	28,917 	27,978 	30,495 	27,505 	25,552 	23,427 	24,343 
福岡県 宮若市	402265	6,133 	8,994 	11,675 	15,935 	15,571 	16,241 	12,327 	18,982 	19,425 	19,831 	22,379 	22,836 	23,964 
福岡県 嘉麻市	402273	10,771 	15,299 	19,550 	24,825 	25,008 	25,179 	28,198 	28,972 	29,423 	27,155 	24,273 	23,343 	21,240 
福岡県 朝倉市	402281	20,793 	35,116 	37,108 	46,224 	49,738 	49,232 	55,838 	57,983 	56,082 	64,132 	59,901 	60,463 	67,275 
福岡県 みやま市	402290	10,329 	14,685 	19,361 	25,128 	28,128 	29,361 	32,195 	33,297 	32,126 	28,906 	28,429 	27,728 	25,739 
福岡県 糸島市	402303	12,564 	16,820 	28,921 	37,437 	36,556 	43,480 	53,472 	62,805 	64,433 	67,285 	69,136 	71,592 	73,710 
福岡県 那珂川町	403059	956 	1,860 	2,872 	6,639 	11,074 	16,073 	25,953 	30,057 	35,476 	33,518 	38,221 	41,418 	39,894 
福岡県 宇美町	403415	－	5,275 	6,039 	9,730 	12,996 	13,349 	18,758 	19,014 	18,542 	18,775 	14,932 	17,710 	17,210 
福岡県 篠栗町	403423	－	4,276 	5,636 	13,376 	10,225 	10,282 	13,616 	13,134 	23,231 	14,941 	17,131 	16,808 	21,423 
福岡県 志免町	403431	－	10,252 	13,960 	26,859 	24,061 	27,097 	35,373 	46,608 	46,990 	51,309 	62,991 	60,029 	50,413 
福岡県 須恵町	403440	－	2,013 	3,513 	5,027 	5,256 	4,985 	6,482 	8,322 	7,413 	11,971 	8,661 	10,273 	7,960 
福岡県 新宮町	403458	－	2,517 	6,988 	9,465 	11,225 	14,596 	22,648 	31,427 	45,291 	41,790 	40,233 	38,844 	45,758 
福岡県 久山町	403482	－	－	－	－	2,667 	－	3,503 	4,093 	4,999 	4,079 	23,956 	24,937 	21,217 
福岡県 粕屋町	403491	－	5,089 	7,917 	17,834 	21,257 	23,078 	28,816 	29,878 	37,389 	43,415 	29,197 	25,888 	58,112 
福岡県 芦屋町	403814	3,356 	5,534 	6,877 	8,366 	7,625 	7,998 	7,956 	8,838 	9,317 	7,225 	9,225 	8,638 	7,980 
福岡県 水巻町	403822	3,901 	7,926 	7,940 	13,831 	18,613 	19,432 	25,537 	28,513 	27,517 	27,281 	22,380 	22,879 	19,717 
福岡県 岡垣町	403831	2,945 	4,882 	－	11,896 	12,411 	12,920 	13,626 	15,609 	14,745 	14,679 	14,510 	13,835 	14,285 
福岡県 遠賀町	403849	2,101 	3,519 	5,363 	8,140 	8,175 	8,857 	10,710 	13,159 	22,765 	21,352 	21,500 	20,979 	20,873 
福岡県 小竹町	404012	1,620 	2,364 	2,747 	4,159 	4,315 	4,327 	3,766 	4,185 	3,972 	3,603 	3,592 	4,002 	2,764 
福岡県 鞍手町	404021	2,903 	4,105 	5,060 	7,829 	7,906 	7,382 	8,881 	9,507 	9,219 	9,488 	10,707 	9,201 	10,294 
福岡県 桂川町	404217	1,874 	3,049 	3,757 	5,262 	6,607 	6,407 	7,517 	8,968 	9,501 	7,954 	6,895 	5,488 	5,516 
福岡県 筑前町	404471	3,696 	6,253 	8,100 	11,085 	12,081 	12,996 	19,656 	20,129 	21,716 	16,436 	17,617 	18,705 	17,688 
福岡県 東峰村	404489	92 	107 	766 	1,181 	850 	1,309 	1,390 	170 	1,119 	712 	1,485 	698 	1,305 
福岡県 大刀洗町	405035	1,963 	2,776 	4,145 	5,185 	4,985 	5,026 	4,719 	6,225 	9,224 	7,573 	6,830 	9,366 	8,100 
福岡県 大木町	405221	1,909 	3,171 	4,228 	4,995 	5,314 	5,332 	7,024 	7,451 	9,654 	11,059 	8,661 	8,881 	9,258 
福岡県 広川町	405442	1,785 	3,486 	5,227 	7,746 	8,925 	9,724 	12,880 	14,592 	16,328 	12,421 	12,200 	12,931 	14,857 
福岡県 香春町	406015	2,041 	3,466 	4,837 	6,326 	6,921 	6,013 	7,112 	8,988 	8,647 	5,944 	6,888 	5,892 	6,297 
福岡県 添田町	406023	2,929 	4,199 	5,234 	6,981 	7,012 	6,349 	6,924 	6,595 	6,719 	5,030 	6,072 	5,811 	4,549 
福岡県 糸田町	406040	1,690 	2,134 	2,821 	4,301 	5,311 	4,369 	4,423 	4,453 	4,258 	3,228 	3,102 	2,537 	1,859 
福岡県 川崎町	406058	4,667 	6,751 	8,197 	10,944 	12,475 	12,125 	13,802 	14,865 	16,425 	16,698 	17,030 	16,397 	19,310 
福岡県 大任町	406082	－	－	－	1,695 	1,830 	－	1,876 	－	－	2,285 	－	3,052 	－
福岡県 赤村	406091	－	700 	964 	－	－	1,494 	－	－	－	1,293 	1,097 	1,212 	1,025 
福岡県 福智町	406104	3,945 	6,205 	4,843 	13,107 	3,482 	11,422 	11,523 	13,647 	13,416 	12,933 	11,479 	10,569 	11,106 
福岡県 苅田町	406210	6,349 	10,510 	15,287 	18,342 	18,746 	20,019 	32,712 	33,809 	38,746 	37,880 	34,789 	35,705 	37,664 
福岡県 みやこ町	406252	2,444 	3,977 	6,411 	8,666 	2,587 	6,337 	10,752 	10,863 	8,228 	9,760 	7,082 	10,475 	10,371 
福岡県 吉富町	406422	1,152 	1,985 	2,740 	3,586 	3,986 	3,977 	4,446 	5,983 	4,753 	3,099 	3,206 	3,069 	3,036 
福岡県 上毛町	406465	336 	1,047 	989 	1,332 	2,036 	1,254 	2,202 	2,792 	2,128 	3,116 	2,576 	2,007 	3,685 
福岡県 築上町	406473	4,198 	6,285 	7,567 	11,956 	11,930 	11,852 	13,115 	12,947 	6,617 	6,143 	12,447 	13,202 	13,161 
佐賀県 佐賀市	412015	89,476 	116,895 	156,638 	197,307 	217,361 	243,838 	287,624 	312,983 	302,064 	281,906 	277,917 	276,488 	275,848 
佐賀県 唐津市	412023	40,568 	59,774 	80,903 	98,978 	104,474 	112,566 	129,218 	133,910 	146,018 	135,706 	124,124 	129,750 	122,166 
佐賀県 鳥栖市	412031	15,665 	20,547 	27,900 	40,233 	39,071 	47,147 	56,672 	59,734 	77,480 	92,568 	74,883 	80,068 	79,969 
佐賀県 多久市	412040	5,745 	8,175 	10,494 	13,209 	14,445 	15,127 	17,599 	21,889 	20,352 	19,775 	15,352 	15,327 	14,481 
佐賀県 伊万里市	412058	19,047 	27,716 	36,195 	48,486 	51,141 	54,952 	61,335 	65,186 	68,858 	63,337 	56,747 	52,959 	52,599 
佐賀県 武雄市	412066	14,758 	20,607 	26,937 	36,401 	38,798 	41,956 	50,554 	53,718 	57,655 	57,051 	61,043 	54,478 	55,670 
